ID,CIPFAMILY,CIPCode,ACTIONCODE,ReportUnder,CIPTITLE,CIPDESCR,AuditChangeUserName,AuditChangeDate
866,14,-----,,15.0303,"Electrical, Electronic and Communications Engineering Technology/Technician.",(Report under 15.0303),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
867,14,14.11,,,Engineering Mechanics.,Instructional content is defined in code 14.1101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
868,14,14.1101,,,Engineering Mechanics.,"A program with a general focus on the application of the mathematical and scientific principles of classical mechanics to the analysis and evaluation of the behavior of structures, forces and materials in engineering problems.  Includes instruction in statics, kinetics, dynamics, kinematics, celestial mechanics, stress and failure, and electromagnetism.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
869,14,14.12,,,Engineering Physics.,Instructional content is defined in code 14.1201.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
870,14,14.1201,,,Engineering Physics.,"A program with a general focus on the general application of mathematical and scientific principles of physics to the analysis and evaluation of engineering problems.  Includes instruction in high- and low-temperature phenomena, computational physics, superconductivity, applied thermodynamics, molecular and particle physics applications, and space science research.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
871,14,14.13,,,Engineering Science.,Instructional content is defined in code 14.1301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
872,14,14.1301,,,Engineering Science.,"A program with a general focuses on the general application of various combinations of mathematical and scientific principles to the analysis and evaluation of engineering problems, including applied research in human behavior, statistics, biology, chemistry, the earth and planetary sciences, atmospherics and meteorology, and computer applications.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
873,14,14.14,,,Environmental/Environmental Health Engineering.,Instructional content is defined in code 14.1401.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
874,14,14.1401,,,Environmental/Environmental Health Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for controlling contained living environments and for monitoring and controlling factors in the external natural environment, including pollution control, waste and hazardous material disposal, health and safety protection, conservation, life support, and requirements for protection of special materials and related work environments.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
875,14,-----,,15.05,Environmental Control Technologies.,(Report under 15.05 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
876,14,-----,,03.0103,Environmental Studies.,(Report under 03.0103),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
877,14,-----,,03.0104,Environmental Science.,(Report under 03.0104),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
878,14,-----,,15.07,Quality Control and Safety Technologies.,(Report under 15.07 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
879,14,14.15,D,,Geological Engineering.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
880,14,14.1501,D,,Geological Engineering.,"(Deleted, Report under code 14.3901)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
881,14,14.16,D,,Geophysical Engineering.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
882,14,14.1601,D,,Geophysical Engineering.,(Deleted Report under code 14.3901),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
883,14,14.17,D,,Industrial/Manufacturing Engineering.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
884,14,14.1701,D,,Industrial/Manufacturing Engineering.,"(Deleted, Report under code 14.3501 or 14.3601).",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
885,14,14.18,,,Materials Engineering   Instructional content is defined in code 14.,1801.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
886,14,14.1801,,,Materials Engineering.,"A program that prepares individuals to apply mathematical and materials science principles to the design, development and operational evaluation of materials and related processes used in manufacturing in a wide variety of settings; the synthesis of new industrial materials, including marrying and bonding composites; analysis of materials requirements and specifications; and related problems of system design dependent on materials factors.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
887,14,-----,,14.3101,Materials Science.,(Report under 14.3101),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
888,14,14.19,,,Mechanical Engineering.,Instructional content is defined in code 14.1901.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
889,14,14.1901,,,Mechanical Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of physical systems used in manufacturing and end-product systems used for specific uses, including machine tools, jigs and other manufacturing equipment; stationary power units and appliances; engines; self-propelled vehicles; housings and containers; hydraulic and electric systems for controlling movement; and the integration of computers and remote control with operating systems.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
890,14,14.20,,,Metallurgical Engineering.,Instructional content is defined in code 14.2001.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
891,14,14.2001,,,Metallurgical Engineering.,"A program that prepares individuals to apply mathematical and metallurgical principles to the design, development and operational evaluation of metal components of structural, load-bearing, power, transmission, and moving systems; and the analysis of engineering problems such as stress, creep, failure, alloy behavior, environmental fluctuations, stability, electromagnetic and thermodynamic characteristics, optimal manufacturing processes, and related design considerations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
892,14,-----,," 15.061",Metallurgical Technology/Technician.,(Report under 15.0611,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
893,14,14.21,,,Mining and Mineral Engineering.,Instructional content is defined in code 14.2101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
894,14,14.2101,,,Mining and Mineral Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of mineral extraction, processing and refining systems, including open pit and shaft mines, prospecting and site analysis equipment and instruments, environmental and safety systems, mine equipment and facilities, mineral processing and refining methods and systems, and logistics and communications systems.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
895,14,-----,,15.0901,Mining Technology/Technician.,(Report under 15.0901),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
896,14,14.22,,,Naval Architecture and Marine Engineering.,Instructional content is defined in code 14.2201.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
897,14,14.2201,,,Naval Architecture and Marine Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of self-propelled, stationary, or towed vessels operating on or under the water, including inland, coastal and ocean environments; and the analysis of related engineering problems such as corrosion, power transfer, pressure, hull efficiency, stress factors, safety and life support, environmental hazards and factors, and specific use requirements.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
898,14,14.23,,,Nuclear Engineering.,Instructional content is defined in code 14.2301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
899,14,14.2301,,,Nuclear Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for controlling and manipulating nuclear energy, including nuclear power plant design, fission reactor design, fusion reactor design, reactor control and safety systems design, power transfer systems, containment vessels and structures design; and the analysis of related engineering problems such as fission and fusion processes, human and environmental factors, construction, and operational considerations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
900,14,-----,,40.0806,Nuclear Physics.,(Report under 40.0806),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
901,14,-----,,41.0205,Nuclear/Nuclear Power Technology/Technician.,(Report under 41.0205),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
902,14,14.24,,,Ocean Engineering.,Instructional content is defined in code 14.2401,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
903,14,14.2401,,,Ocean Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems to monitor, control, manipulate and operate within coastal or ocean environments, such as underwater platforms, flood control systems, dikes, hydroelectric power systems, tide and current control and warning systems, and communications equipment; the planning and design of total systems for working and functioning in water or underwater environments; and the analysis of related engineering problems such as the action of water properties and behavior on physical systems and people, tidal forces, current movements, and wave motion.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
904,14,-----,,40.0607,Oceanography.,(Report under 40.0607),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
905,14,14.25,,,Petroleum Engineering.,Instructional content is defined in code 14.2501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
906,14,14.2501,,,Petroleum Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems for locating, extracting, processing and refining crude petroleum and natural gas, including prospecting instruments and equipment, mining and drilling systems, processing and refining systems and facilities, storage facilities, transportation systems, and related environmental and safety systems.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
907,14,-----,,15.0903,Petroleum Technology/Technician.,(Report under 15.0903),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
908,14,14.27,,,Systems Engineering.,Instructional content is defined in code 14.2701.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
909,14,14.2701,,,Systems Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of total systems solutions to a wide variety of engineering problems, including the integration of human, physical, energy, communications, management, and information requirements as needed, and the application of requisite analytical methods to specific situations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
910,14,-----,,11.0701,Computer Science.,(Report under 11.0701 Series),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
911,14,-----,,30.0601,Systems Science and Theory.,(Report under 30.0601),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
912,14,14.28,,,Textile Sciences and Engineering.,Instructional content is defined in code 14.2801.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
913,14,14.2801,,,Textile Sciences and Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of systems to test and manufacture fibers and fiber products, both synthetic and natural; to develop new and improved fibers, textiles and their uses; and to the analysis of related engineering problems such as structural factors, molecular synthesis, chemical manufacturing, weaves, strength and stress, useful life, dyes, and applications to composite systems.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
914,14,14.29,D,,Engineering Design.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
915,14,14.2901,D,,Engineering Design.,"(Deleted, Report under 14.9999)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
916,14,14.30,D,,Engineering/Industrial Management.,(Deleted),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
917,14,14.3001,M,,Engineering/Industrial Management.,"(Moved, Report under 15.1501)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
918,14,14.31,,,Materials Science.,Instructional content is defined in code 14.3101.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
919,14,14.3101,,,Materials Science.,"A program that focuses on the general application of mathematical and scientific principles to the analysis and evaluation of the characteristics and behavior of solids, including internal structure, chemical properties, transport and energy flow properties, thermodynamics of solids, stress and failure factors, chemical transformation states and processes, compound materials, and research on industrial applications of specific materials.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
920,14,-----,,14.1801,Materials Engineering.,(Report under 14.1801),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
921,14,14.32,,,Polymer/Plastics Engineering.,Instructional content is defined in code 14.3201.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
922,14,14.3201,,,Polymer/Plastics Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of synthesized macromolecular compounds and their application to specific engineering uses, including the development of industrial materials with tailored properties, the design of lightweight structural components, the use of liquid or solid polymers, and the analysis and control of polymerization processes.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
923,14,-----,,15.0607,Plastics Engineering Technology/Technician.,(Report under 15.0607),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
924,14,-----,,40.0507,Polymer Chemistry.,(Report under 40.0507),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
925,14,14.33,N,,Construction Engineering.,(NEW)  Instructional content is defined in code 14.3301.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
926,14,14.3301,N,,Construction Engineering.,"(NEW) A program that prepares individuals to apply scientific, mathematical, and management principles to the planning, design, and building of facilities and structures.  Includes instruction in civil engineering, structural principles, site analysis, computer-assisted design, geology, evaluation and testing, materials, contracting, project management, graphic communications, and applicable laws and regulations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
927,14,14.34,N,,Forest Engineering.,(NEW)  Instructional content is defined in code 14.3401.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
928,14,14.3401,N,,Forest Engineering.,"(NEW)  A program that prepares individuals to apply scientific, mathematical, and forestry principles to the design of mechanical devices and processes for efficient forest management, timber production and related forest logistics systems.  Includes instruction in forest products processing, forest management, forest harvesting, timber structure design, production analysis, road and bridge construction, vehicle adaptation and design, and harvesting equipment design.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
929,14,14.35,N,,Industrial Engineering.,(NEW)  Instructional content is defined in code 14.3501.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
930,14,14.3501,N,,Industrial Engineering.,"(NEW)  A program that prepares individuals to apply scientific and mathematical principles to the design, improvement, and installation of integrated systems of people, material, information, and energy.  Includes instruction in applied mathematics, physical sciences, the social sciences, engineering analysis, systems design, computer applications, and forecasting and evaluation methodology.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
931,14,-----,,15.0612,Industrial Technology/Technician.,(Report under 15.0612),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
932,14,14.36,N,,Manufacturing Engineering.,(NEW)  Instructional content is defined in code 14.3601.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
933,14,14.3601,N,,Manufacturing Engineering.,"(NEW)  A program that prepares individuals to apply scientific and mathematical principles to the design, development, and implementation of manufacturing systems.  Includes instruction in materials science and engineering, manufacturing processes, process engineering, assembly and product engineering, manufacturing systems design, and manufacturing competitiveness.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
934,14,14.37,N,,Operations Research.,(NEW)  Instructional content is defined in code 14.3701.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
935,14,14.3701,M,,Operations Research.,"A program that focuses on the development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention.  Includes instruction in advanced multivariate analysis, application of judgment and statistical tests, optimization theory and techniques, resource allocation theory, mathematical modeling, control theory, statistical analysis, and applications to specific research problems.  (Moved from 27.0302)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
936,14,14.38,N,,Surveying Engineering.,(NEW)   Instructional content is defined in code 14.3801.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
937,14,14.3801,N,,Surveying Engineering.,"(NEW)  A program that prepares individuals to apply scientific and mathematical principles to the determination of the location, elevations, and alignment of natural and manmade topographic features.  Includes instruction in property line location, surveying, surface measurement, aerial and terrestrial photogrammetry, remote sensing, satellite imagery, global positioning systems, computer applications, and photographic data processing.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
961,15,15.0399,,,"Electrical and Electronic Engineering Technologies/Technicians, Other.",Any instructional program in electrical and electronic engineering-related technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
962,15,15.04,,,Electromechanical Instrumentation and Maintenance Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0401- 15.0499.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
963,15,15.0401,,,Biomedical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing biological or medical systems and products.  Includes instruction in instrument calibration, design and installation testing, system safety and maintenance procedures, procurement and installation procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
964,15,15.0402,D,,Computer Maintenance Technology/Technician.,"(Deleted, Report under 15.1202)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
965,15,15.0403,,,Electromechanical Technology/Electromechanical Engineering Technology.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing and testing automated, servomechanical, and other electromechanical systems.  Includes instruction in prototype testing, manufacturing and operational testing, systems analysis and maintenance procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
966,15,15.0404,M,,Instrumentation Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing control and measurement systems and procedures.  Includes instruction in instrumentation design and maintenance, calibration, design and production testing and scheduling, automated equipment functions, applications to specific industrial tasks, and report preparation.  (Moved from 47.0401)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
967,15,15.0405,,,Robotics Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using robots.  Includes instruction in the principles of robotics, design and operational testing, system maintenance and repair procedures, robot computer systems and control language, specific system types and applications to specific industrial tasks, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
968,15,15.0499,,,"Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other.",Any instructional program in electromechanical instrumentation and maintenance technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
969,15,15.05,,,Environmental Control Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0501- 15.0599.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
970,15,15.0501,,,"Heating, Air Conditioning and Refrigeration Technology/Technician (ACH/ACR/ACHR/HRAC/HVAC/AC Technology).","A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using air conditioning, refrigeration, and heating systems.  Includes instruction in principles of heating and cooling technology, design and operational testing, inspection and maintenance procedures, installation and operation procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
971,15,-----,,47.0201,"Heating, Air Conditioning and Refrigeration Maintenance Technology/Technician.",(Report under 47.0201),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
972,15,15.0503,,,Energy Management and Systems Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing energy-efficient systems or monitoring energy use.  Includes instruction in principles of energy conservation, instrumentation calibration, monitoring systems and test procedures, energy loss inspection procedures, energy conservation techniques, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
973,15,15.0505,,,Solar Energy Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing solar-powered energy systems.  Includes instruction in solar energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
974,15,15.0506,,,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using water storage, waterpower, and wastewater treatment systems.  Includes instruction in water storage, power and/or treatment systems and equipment; testing and inspection procedures; system maintenance procedures; and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
975,15,15.0507,,,Environmental Engineering Technology/Environmental Technology.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using indoor and outdoor environmental pollution control systems.  Includes instruction in environmental safety principles, testing and sampling procedures, laboratory techniques, instrumentation calibration, safety and protection procedures, equipment maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
976,15,15.0508,N,,Hazardous Materials Management and Waste Technology/Technician.,"(NEW)  A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in identifying and disposing of hazardous materials.  Includes instruction in environmental safety principles, biohazard identification, testing and sampling procedures, laboratory techniques, instrumentation calibration, hazardous waste disposal procedures and systems, safety and protection procedures, equipment maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
977,15,15.0599,,,"Environmental Control Technologies/Technicians, Other.",Any instructional program in environmental control technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
978,15,15.06,,,Industrial Production Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0607- 15.0699.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
979,15,15.0603,D,,Industrial/Manufacturing Technology/Technician.,"(Deleted, Report under code 15.0612 or 15.0613)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
980,15,15.0607,,,Plastics Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using industrial polymers.  Includes instruction in the principles of macromolecular chemistry, polymerization and plastic manufacturing processes and equipment, design and operational testing procedures, equipment maintenance and repair procedures, safety procedures, applications to specific products, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
981,15,15.0611,,,Metallurgical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and metallurgists engaged in developing and using industrial metals and manufacturing processes.  Includes instruction in principles of metallurgy, related manufacturing systems, laboratory techniques, testing and inspection procedures, instrument calibration, system and equipment maintenance and repair, applications to specific processes, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
982,15,15.0612,N,,Industrial Technology/Technician.,"(NEW)  A program that prepares individuals to apply basic engineering principles and technical skills in support of industrial engineers and managers.  Includes instruction in optimization theory, human factors, organizational behavior, industrial processes, industrial planning procedures, computer applications, and report and presentation  preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
983,15,15.0613,N,,Manufacturing Technology/Technician.,"(NEW)  A program that prepares individuals to apply basic engineering principles and technical skills to the identification and resolution of production problems in the manufacture of products.  Includes instruction in machine operations, production line operations, engineering analysis, systems analysis, instrumentation, physical controls, automation, computer-aided manufacturing (CAM), manufacturing planning, quality control, and informational infrastructure.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
984,15,15.0699,,,"Industrial Production Technologies/Technicians, Other.",Any instructional program in industrial production technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
985,15,15.07,,,Quality Control and Safety Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0701- 15.0799.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
986,15,15.0701,,,Occupational Safety and Health Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in maintaining job-related health and safety standards.  Includes instruction in safety engineering principles, inspection and monitoring procedures, testing and sampling procedures, laboratory techniques, applications to specific work environments, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
987,15,15.0702,,,Quality Control Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in maintaining consistent manufacturing and construction standards.  Includes instruction in quality control systems management principles, technical standards applicable to specific engineering and manufacturing projects, testing procedures, inspection procedures, related instrumentation and equipment operation and maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
988,15,15.0703,N,,Industrial Safety Technology/Technician.,"(NEW)  A program that prepares individuals to apply basic engineering principles and technical skills to assist engineers and other professionals in implementing and enforcing industrial safety standards.  Includes instruction in industrial processes, industrial hygiene, toxicology, ergonomics, system and process safety, safety performance measurement, human factors, human behavior, and applicable law and regulations.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
989,15,15.0704,N,,Hazardous Materials Information Systems Technology/Technician.,"(NEW) A program that prepares individuals to apply basic engineering principles and technical skills to assist engineers and other professionals in implementing, monitoring, and enforcing hazardous materials management and removal.  Includes instruction in environmental science, environmental health, human behavior, economics, management science, information systems and applications, and communication skills.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
990,15,15.0799,,,"Quality Control and Safety Technologies/Technicians, Other.",Any instructional program in quality control and safety technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
991,15,15.08,,,Mechanical Engineering Related Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0801- 15.0899.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
992,15,15.0801,,,Aeronautical/Aerospace Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, manufacturing and testing aircraft, spacecraft and their systems.  Includes instruction in aircraft/spacecraft systems technology, design and development testing, prototype and operational testing, inspection and maintenance procedures, instrument calibration, test equipment operation and maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
993,15,-----,,47.0609,Avionics Maintenance Technology/Technician.,(Report under 47.0609),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
994,15,15.0803,,,Automotive Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, manufacturing and testing self-propelled ground vehicles and their systems.  Includes instruction in vehicular systems technology, design and development testing, prototype and operational testing, inspection and maintenance procedures, instrument calibration, test equipment operation and maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
995,15,-----,,47.0604,Automobile/Automotive Mechanics Technology/Technician.,(Report under 47.0604),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
996,15,15.0805,,,Mechanical Engineering/Mechanical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in the design and development phases of a wide variety of projects involving mechanical systems.  Includes instruction in principles of mechanics, applications to specific engineering systems, design testing procedures, prototype and operational testing and inspection procedures, manufacturing system-testing procedures, test equipment operation and maintenance, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
997,15,15.0899,,,"Mechanical Engineering Related Technologies/Technicians, Other.",Any instructional program in mechanical engineering-related technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
998,15,15.09,,,Mining and Petroleum Technologies/Technicians.,Instructional content for this group of programs is defined in codes 15.0901- 15.0999.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
999,15,15.0901,,,Mining Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the development and operation of mines and related mineral processing facilities.  Includes instruction in principles of mineral extraction and related geology, mineral field mapping and site analysis, testing and sampling methods, instrument calibration, assay analysis, test equipment operation and maintenance, mine environment and safety monitoring procedures, mine inspection procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1000,15,15.0903,,,Petroleum Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the development and operation of oil and natural gas extraction and processing facilities.  Includes instruction in principles of petroleum extraction and related geology, petroleum field mapping and site analysis, testing and sampling methods, instrument calibration, laboratory analysis, test equipment operation and maintenance, environment and safety monitoring procedures for oil/gas fields and facilities, facility inspection procedures, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1001,15,15.0999,,,"Mining and Petroleum Technologies/Technicians, Other.",Any instructional program in mining and petroleum engineering technologies not listed above.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1002,15,15.10,,,Construction Engineering Technologies.,Instructional content is defined in code 15.1001.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1003,15,15.1001,,,Construction Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers, engineering contractors and other professionals engaged in the construction of buildings and related structures.  Includes instruction in basic structural engineering principles and construction techniques, building site inspection, site supervision, construction personnel supervision, plan and specification interpretation, supply logistics and procurement, applicable building codes, and report preparation.",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1004,15,-----,,15.0101,Architectural Engineering Technology.,(Report under 15.0101),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1005,15,-----,,46.0403,Building/Home Construction Inspection/Inspector.,(Report under 46.0403),CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1006,15,15.11,,,Engineering-Related Technologies.,Instructional content is defined in codes 15.1102 - 15.1199.,CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
1007,15,15.1101,M,,"Engineering Technology/Technician, General.","(Moved, Report under 15.0000)",CWOPA\c-daniwels,2017-09-21 15:42:53.8274772
