Source,SourceYear,LookupName,LookupCd,LookupDesc,LookupCategory1,LookupCategory2,LookupCategory3
IPEDS_HD,2014,DFRCGID,175,"Theological seminaries/ Bible colleges/Faith-related institutions, highest level postbaccalaureate, undergraduate degrees/ certificates not offered",NA,NA,NA
IPEDS_HD,2014,DFRCGID,176,"Theological seminaries/ Bible colleges/Faith-related institutions, highest level PhD., undergraduate degrees/ certificates offered",NA,NA,NA
IPEDS_HD,2014,DFRCGID,177,"Theological seminaries/ Bible colleges/Faith-related institutions, highest level PhD., undergraduate degrees/ certificates not  offered /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,178,"Theological seminaries/Bible colleges/Faith-related institutions, highest level PhD., undergraduate degrees/ certificates not offered /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,179,"Medical schools and medical centers, public",NA,NA,NA
IPEDS_HD,2014,DFRCGID,18,"Private for-profit, nondegree-granting, academic year reporter,  /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,180,"Medical schools and medical centers, private not-for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,181,"Other health professions schools, private for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,182,"Other health professions schools, public or private not-for-profit /1 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,183,"Other health professions schools, public or private not-for-profit /2 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,184,"Other health professions schools, public or private not-for-profit /3 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,185,Schools of engineering,NA,NA,NA
IPEDS_HD,2014,DFRCGID,186,Other technology-related schools,NA,NA,NA
IPEDS_HD,2014,DFRCGID,187,"Schools of business and management, private not-for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,188,"Schools of business and management, private for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,189,"Schools of art, music, and design, private for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,19,"Private for-profit, nondegree-granting, academic year reporter,  /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,190,"Schools of art, music, and design, public or private not-for-profit /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,191,"Schools of art, music, and design, public or private not-for-profit /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,192,Schools of law,NA,NA,NA
IPEDS_HD,2014,DFRCGID,193,Other special-focus institutions,NA,NA,NA
IPEDS_HD,2014,DFRCGID,194,Tribal Colleges,NA,NA,NA
IPEDS_HD,2014,DFRCGID,195,"Public, 4-year primarily associate, medium size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,196,"Public, 4-year primarily associate, medium size, midwestern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,197,"Public, 4-year primarily associate, medium size, southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,198,"Public, 4-year primarily associate, medium size, western states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,199,"Public, 4-year primarily associate, large size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,2,"Public, nondegree-granting, largest program - business",NA,NA,NA
IPEDS_HD,2014,DFRCGID,20,"Private for-profit, nondegree-granting, largest program - cosmetology /1 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,200,"Public, 4-year primarily associate, small sized",NA,NA,NA
IPEDS_HD,2014,DFRCGID,201,"Private not-for-profit, 4-year primarily associate, large size /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,202,"Private not-for-profit, 4-year primarily associate, large size /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,203,"Private not-for-profit, 4-year primarily associate, medium size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,204,"Private not-for-profit, 4-year primarily associate, small size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,205,"Private for-profit, 4-year primarily associate, large size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,206,"Private for-profit, 4-year primarily associate, medium size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,207,"Private for-profit, 4-year primarily associate, large size, midwestern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,208,"Private for-profit, 4-year primarily associate, medium size, midwestern states /1 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,209,"Private for-profit, 4-year primarily associate, medium size, midwestern states /2 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,21,"Private for-profit, nondegree-granting, largest program - cosmetology /2 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,210,"Private for-profit, 4-year primarily associate, medium size, midwestern states /3 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,211,"Private for-profit, 4-year primarily associate, small size, midwestern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,212,"Private for-profit, 4-year primarily associate, small size, eastern and southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,213,"Private for-profit, 4-year primarily associate, large size, southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,214,"Private for-profit, 4-year primarily associate, medium size, southeastern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,215,"Private for-profit, 4-year primarily associate, medium size, southeastern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,216,"Private for-profit, 4-year primarily associate, large size, western states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,217,"Private for-profit, 4-year primarily associate, medium size, western states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,218,"Private for-profit, 4-year primarily associate, medium size, western states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,219,"Private for-profit, 4-year primarily associate, small size, western states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,22,"Private for-profit, nondegree-granting, largest program - cosmetology /3 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,220,"Baccalaureate Colleges--Arts & Sciences or Diverse Fields, private for-profit",NA,NA,NA
IPEDS_HD,2014,DFRCGID,221,"Private, for-profit, 4 year, degree-granting institution highest degree awarded - Masters /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,222,"Private, for-profit, 4 year, degree-granting institution highest degree awarded - Masters /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,223,"Private, for-profit, 4 year, degree-granting institution  highest degree awarded - Bachelors",NA,NA,NA
IPEDS_HD,2014,DFRCGID,224,"Private, not-for-profit, 4 year, degree-granting institution",NA,NA,NA
IPEDS_HD,2014,DFRCGID,225,"Non-Title IV, private not-for-profit, degree-granting",NA,NA,NA
IPEDS_HD,2014,DFRCGID,226,"Non-Title IV, private for-profit, nondegree-granting, the largest program - cosmetology",NA,NA,NA
IPEDS_HD,2014,DFRCGID,227,"Non-Title IV, private for-profit, nondegree-granting",NA,NA,NA
IPEDS_HD,2014,DFRCGID,228,"Non-Title IV, public or private not-for-profit, nondegree-granting",NA,NA,NA
IPEDS_HD,2014,DFRCGID,229,U.S. Military Academies,NA,NA,NA
IPEDS_HD,2014,DFRCGID,23,"Private for-profit, nondegree-granting, largest program - cosmetology /4 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,230,"4-year, degree-granting institutions in the jurisdictions other than Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,231,"Public, 2-year, degree-granting institutions in the jurisdicitons other than Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,232,"Private, not-for-profit, distance education",NA,NA,NA
IPEDS_HD,2014,DFRCGID,233,"Private, for-profit, distance education",NA,NA,NA
IPEDS_HD,2014,DFRCGID,234,"Private, not-for-profit,  2-year degree granting, large size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,235,"Private, not-for-profit, 2-year degree granting, medium size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,236,"Private, not-for-profit, 2-year degree granting, small size",NA,NA,NA
IPEDS_HD,2014,DFRCGID,237,"Private, for-profit, 2-year degree granting, in large size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,238,"Private, for-profit, 2-year degree granting, medium size, eastern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,239,"Private, for-profit, 2-year degree granting, medium size, eastern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,24,"Private for-profit, nondegree-granting, largest program - cosmetology /5 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,240,"Private, for-profit, 2-year degree granting, small size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,241,"Private, for-profit, 2-year degree granting, large size, midwestern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,242,"Private, for-profit, 2-year degree granting, medium size, midwestern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,243,"Private, for-profit, 2-year degree granting, medium size, midwestern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,244,"Private, for-profit, 2-year degree granting, small size, midwestern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,245,"Private, for-profit, 2-year degree granting, small size, midwestern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,246,"Private, for-profit, 2-year degree granting, large size, southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,247,"Private, for-profit, 2-year degree granting, medium size, southeastern states /1 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,248,"Private, for-profit, 2-year degree granting, medium size, southeastern states /2 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,249,"Private, for-profit, 2-year degree granting, medium size, southeastern states /3 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,25,"Private for-profit, nondegree-granting, largest program - cosmetology /6 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,250,"Private, for-profit, 2-year degree granting, small size, southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,251,"Private, for-profit, 2-year degree granting, large size, western states /1 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,252,"Private, for-profit, 2-year degree granting, large size, western states /2 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,253,"Private, for-profit, 2-year degree granting, large size, western states /3 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,254,"Private, for-profit, 2-year degree granting, medium size, western states /1 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,255,"Private, for-profit, 2-year degree granting, medium size, western states /2 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,256,"Private, for-profit, 2-year degree granting, medium size, western states /3 of 3",NA,NA,NA
IPEDS_HD,2014,DFRCGID,257,"Private, for-profit, 2-year degree granting, small size, western states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,258,"Public, less than 4 year in Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,259,"Public, 4 year, degree-granting in Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,26,"Private for-profit, nondegree-granting, largest program - cosmetology /7 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,260,"Private not-for-profit, degree-granting in Puerto Rico /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,261,"Private not-for-profit, degree-granting in Puerto Rico /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,262,"Private not-for-profit, nondegree-granting in Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,263,"Private for-profit, degree-granting in Puerto Rico",NA,NA,NA
IPEDS_HD,2014,DFRCGID,264,"Private for-profit, nondegree-granting in Puerto Rico /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,265,"Private for-profit, nondegree-granting in Puerto Rico /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,27,"Private for-profit, nondegree-granting, largest program - cosmetology /8 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,28,"Private for-profit, nondegree-granting, largest program - cosmetology /9 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,29,"Private for-profit, nondegree-granting, largest program - cosmetology /10 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,3,"Public, nondegree-granting, largest program - cosmetology",NA,NA,NA
IPEDS_HD,2014,DFRCGID,30,"Private for-profit, nondegree-granting, largest program - cosmetology /11 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,31,"Private for-profit, nondegree-granting, largest program - cosmetology /12 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,32,"Private for-profit, nondegree-granting, largest program - cosmetology /13 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,33,"Private for-profit, nondegree-granting, largest program - cosmetology /14 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,34,"Private for-profit, nondegree-granting, largest program - cosmetology /15 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,35,"Private for-profit, nondegree-granting, largest program - cosmetology /16 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,36,"Private for-profit, nondegree-granting, largest program - cosmetology /17 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,37,"Private for-profit, nondegree-granting, largest program - cosmetology /18 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,38,"Private for-profit, nondegree-granting, largest program - cosmetology /19 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,39,"Private for-profit, nondegree-granting, largest program - cosmetology /20 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,4,"Public, nondegree-granting, largest program - health /1 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,40,"Private for-profit, nondegree-granting, largest program - cosmetology /21 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,41,"Private for-profit, nondegree-granting, largest program - cosmetology /22 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,42,"Private for-profit, nondegree-granting, largest program - cosmetology /23 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,43,"Private for-profit, nondegree-granting, largest program - cosmetology /24 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,44,"Private for-profit, nondegree-granting, largest program - cosmetology /25 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,45,"Private for-profit, nondegree-granting, largest program - cosmetology /26 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,46,"Private for-profit, nondegree-granting, largest program - cosmetology /27 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,47,"Private for-profit, nondegree-granting, largest program - cosmetology /28 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,48,"Private for-profit, nondegree-granting, largest program - cosmetology /29 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,49,"Private for-profit, nondegree-granting, largest program - cosmetology /30 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,5,"Public, nondegree-granting,  largest program - health /2 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,50,"Private for-profit, nondegree-granting, largest program - cosmetology /31 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,51,"Private for-profit, nondegree-granting, largest program - cosmetology /32 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,52,"Private for-profit, nondegree-granting, largest program - cosmetology /33 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,53,"Private for-profit, nondegree-granting, largest program - cosmetology /34 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,54,"Private for-profit, nondegree-granting, largest program - cosmetology /35 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,55,"Private for-profit, nondegree-granting, largest program - cosmetology /36 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,56,"Private for-profit, nondegree-granting, largest program - cosmetology /37 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,57,"Private for-profit, nondegree-granting, largest program - cosmetology /38 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,58,"Private for-profit, nondegree-granting, largest program - cosmetology /39 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,59,"Private for-profit, nondegree-granting, largest program - cosmetology /40 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,6,"Public, nondegree-granting,  largest program - health /3 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,60,"Private for-profit, nondegree-granting, largest program - cosmetology /41 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,61,"Private for-profit, nondegree-granting, largest program - cosmetology /42 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,62,"Private for-profit, nondegree-granting, largest program - cosmetology /43 of 43",NA,NA,NA
IPEDS_HD,2014,DFRCGID,63,"Private for-profit, nondegree-granting, largest program - health /1 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,64,"Private for-profit, nondegree-granting, largest program - health /2 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,65,"Private for-profit, nondegree-granting, largest program - health /3 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,66,"Private for-profit, nondegree-granting, largest program - health /4 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,67,"Private for-profit, nondegree-granting, largest program - health /5 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,68,"Private for-profit, nondegree-granting, largest program - health /6 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,69,"Private for-profit, nondegree-granting, largest program - health /7 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,7,"Public, nondegree-granting,  largest program - health /4 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,70,"Private for-profit, nondegree-granting, largest program - health /8 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,71,"Private for-profit, nondegree-granting, largest program - health /9 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,72,"Private for-profit, nondegree-granting, largest program - health /10 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,73,"Private for-profit, nondegree-granting, largest program - health /11 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,74,"Private for-profit, nondegree-granting, largest program - health /12 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,75,"Private for-profit, nondegree-granting, largest program - health /13 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,76,"Private for-profit, nondegree-granting, largest program - health /14 of 14",NA,NA,NA
IPEDS_HD,2014,DFRCGID,77,"Private for-profit, nondegree-granting, largest program - other /1 of 5",NA,NA,NA
IPEDS_HD,2014,DFRCGID,78,"Private for-profit, nondegree-granting, largest program - other /2 of 5",NA,NA,NA
IPEDS_HD,2014,DFRCGID,79,"Private for-profit, nondegree-granting, largest program - other /3 of 5",NA,NA,NA
IPEDS_HD,2014,DFRCGID,8,"Public, nondegree-granting,  largest program - health /5 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,80,"Private for-profit, nondegree-granting, largest program - other /4 of 5",NA,NA,NA
IPEDS_HD,2014,DFRCGID,81,"Private for-profit, nondegree-granting, largest program - other /5 of 5",NA,NA,NA
IPEDS_HD,2014,DFRCGID,82,"Public, 2-year degree-granting, large size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,83,"Public, 2-year degree-granting, medium size, eastern states, city locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,84,"Public, 2-year degree-granting, medium size, eastern states, suburban locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,85,"Public, 2-year degree-granting, medium size, eastern states, town locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,86,"Public, 2-year degree-granting, medium size, eastern states, rural locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,87,"Public, 2-year degree-granting, small size, eastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,88,"Public, 2-year degree-granting, large size, midwestern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,89,"Public, 2-year degree-granting, large size, midwestern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,9,"Public, nondegree-granting,  largest program - health /6 of 8",NA,NA,NA
IPEDS_HD,2014,DFRCGID,90,"Public, 2-year degree-granting, medium size, midwestern states, city locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,91,"Public, 2-year degree-granting, medium size, midwestern states, suburban locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,92,"Public, 2-year degree-granting, medium size, midwestern states, town locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,93,"Public, 2-year degree-granting, medium size, midwestern states, rural locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,94,"Public, 2-year degree-granting, small size, midwestern states /1 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,95,"Public, 2-year degree-granting, small size, midwestern states /2 of 2",NA,NA,NA
IPEDS_HD,2014,DFRCGID,96,"Public, 2-year degree-granting, large size, southeastern states",NA,NA,NA
IPEDS_HD,2014,DFRCGID,97,"Public, 2-year degree-granting, medium size, southeastern states, city locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,98,"Public, 2-year degree-granting, medium size, southeastern states, suburban locale",NA,NA,NA
IPEDS_HD,2014,DFRCGID,99,"Public, 2-year degree-granting, medium size, southeastern states, town locale",NA,NA,NA
IPEDS_HD,2014,DFRCUSCG,-1,Not reported,NA,NA,NA
IPEDS_HD,2014,DFRCUSCG,-2,Not applicable,NA,NA,NA
IPEDS_HD,2014,DFRCUSCG,1,"Yes, institution submitted a custom comparison group",NA,NA,NA
IPEDS_HD,2014,DFRCUSCG,2,"No, institution did not submit a custom comparison group",NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,-1,Not reported,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,-2,Not applicable,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,101030,AL - Alabama Community College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,101040,AL - Auburn University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,101050,AL - The University of Alabama System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,102010,AK - University of Alaska System of Higher Education,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,104010,AZ - Arizona Board of Regents,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,104020,AZ - Maricopa Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,105010,AR - Arkansas State University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,105020,AR - Southern Arkansas University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,105030,AR - University of Arkansas System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106010,CA - California Community College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106020,CA - California State University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106030,CA - Clovis Unified School District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106040,CA - Downey Unified School District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106050,CA - Los Angeles Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106060,CA - San Bernardino Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106070,CA - San Mateo County Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106080,CA - University of California,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,106090,CA - West Valley Mission Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,108010,CO - Colorado Community College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,108020,CO - Colorado State University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,108030,CO - Delta County School District 50J,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,108040,CO - University of Colorado,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,109010,CT - Connecticut State Colleges and Universities,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,109030,CT - Connecticut Technical High School System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,110010,DE - Delaware Technical and Community Colleges,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,111010,DC - University of the District of Columbia,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112010,FL - Broward County Public Schools,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112020,FL - Collier County Public School District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112030,FL - Florida State Board of Education,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112040,FL - Hillsborough Technical Education Centers,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112050,FL - Leon County School Board,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112060,FL - Miami-Dade County Public Schools,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112070,FL - Orange County Public Schools,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112080,FL - Pasco County Schools,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,112090,FL - State University System of Florida,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,113010,GA - Technical College System of Georgia,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,113020,GA - University System of Georgia,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,115010,HI - University of Hawaii Board of Regents,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,116010,ID - Idaho State Board of Education,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,117010,IL - City Colleges of Chicago,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,117020,IL - Illinois Community College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,117030,IL - Southern Illinois University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,117040,IL - University of Illinois Board of Trustees,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,118020,IN - Indiana University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,118030,IN - Indiana University-Purdue University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,118050,IN - Metropolitan School District of Washington Township,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,118070,IN - Purdue University,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,119010,"IA - Board of Regents, State of Iowa",NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,119020,IA - Iowa Valley Community College District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,120010,KS - Kansas State University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,121010,KY - Kentucky Community and Technical College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,122010,LA - Louisiana Community and Technical College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,122020,LA - Louisiana State University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,122030,LA - Southern University System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,122040,LA - The University of Louisiana System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,123010,ME - Maine Community College System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,123020,ME - University of Maine System,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,124010,MD - University System of Maryland,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,125010,MA - Massachusetts Community Colleges,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,125020,MA - Southern Worcester County Regional Vocational School District,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,125030,MA - University of Massachusetts,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,126010,MI - University of Michigan,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,127010,MN - Minnesota State Colleges and Universities,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,127020,MN - University of Minnesota,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,128010,MS - Mississippi Institutions of Higher Learning,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,128020,MS - Mississippi State Board for Community and Junior Colleges,NA,NA,NA
IPEDS_HD,2014,F1SYSCOD,129020,MO - Coordinating Board for Higher Education,NA,NA,NA
