AUNumber,PubSchOrBranchNumber,NCESIdNumber,AddressLine1,AddressLine2,AddressCity,AddressStatePostalCd,AddressZipCd,AddressZipCdP4,AgencyTypeDesc,LocaleCodeFK
469000285,0,"178679 ",1111 N Main St,,Joplin,MO,64801,"    ",NULL,NULL
469000619,0,"198835 ",625 7th Avenue NE,,Hickory,NC,28601,"    ",NULL,NULL
469001323,0,"445267 ",411 Central Methodist Square,,Fayette,MO,65248,1198,NULL,NULL
469002064,0,"139144 ",2277 Martha Berry Hwy NW,,Mount Berry,GA,30149,"    ",NULL,NULL
469002370,0,"177162 ",11224 Holmes Road,,Kansas City,MO,64131,3626,NULL,NULL
469002483,0,"190044 ",8 Clarkson Ave,,Potsdam,NY,13699,"    ",NULL,NULL
469002830,0,"139579 ",709 Mall Blvd,,Savannah,GA,31406,"    ",NULL,NULL
469002939,0,"151625 ",325 E US Hwy 20,,Michigan City,IN,46360,7362,NULL,NULL
469002976,0,"448345 ",3500 DePauw Blvd Suite 1010,,Indianapolis,IN,46268,"    ",NULL,NULL
469003461,0,"230913 ",337 College Hill,,Johnson,VT,05656,9464,NULL,NULL
469004217,0,"101480 ",700 Pelham Road North,,Jacksonville,AL,36265,"    ",NULL,NULL
469005291,0,"372578 ",1400 South International Parkway South,,Lake Mary,FL,32746,"    ",NULL,NULL
469005404,0,"138275 ",13895 Hwy 27,,Lake Wales,FL,33859,8797,NULL,NULL
469006322,0,"138929 ",1422 W Peachtree St NW,,Atlanta,GA,30309,"    ",NULL,NULL
469006492,0,"450298 ",240 Continental Dr Ste 108,,Newark,DE,19713,"    ",NULL,NULL
469006536,0,"458973 ",8501 North Mopac Expy Ste 100,,Austin,TX,78759,"    ",NULL,NULL
469007111,0,"165264 ",2120 Dorchester Ave,,Boston,MA,02124,5698,NULL,NULL
469007307,0,"229267 ",One Trinity Place,,San Antonio,TX,78212,7200,NULL,NULL
469007939,0,"237932 ",Route 88,,West Liberty,WV,26074,"    ",NULL,NULL
469008213,0,"112127 ",2451 Ridge Road,,Berkeley,CA,94709,1211,NULL,NULL
469008837,0,"459596 ",2639 N Monroe St Building A Ste 100,,Tallahassee,FL,32303,"    ",NULL,NULL
469009131,0,"441478 ",186 Jones Road,,Falmouth,MA,02540,2958,NULL,NULL
469009366,0,"153162 ",600 First St. SW,,Mount Vernon,IA,52314,1098,NULL,NULL
469009478,0,"177746 ",4415 Warwick Blvd,,Kansas City,MO,64111,1874,NULL,NULL
469009662,0,"169983 ",1700 University Avenue,,Flint,MI,48504,6214,NULL,NULL
470000115,0,"222178 ",1600 Campus Court,,Abilene,TX,79699,"    ",NULL,NULL
470000261,0,"130493 ",501 Crescent Street,,New Haven,CT,06515,1355,NULL,NULL
470000955,0,"194718 ",1571 55th St,,Brooklyn,NY,11219,"    ",NULL,NULL
470001161,0,"104717 ",3300 W Camelback Rd,,Phoenix,AZ,85017,"    ",NULL,NULL
470001246,0,"198516 ",100 Campus Drive,,Elon,NC,27244,2010,NULL,NULL
470002167,0,"238458 ",100 N East Ave,,Waukesha,WI,53186,"    ",NULL,NULL
470003598,0,"160968 ",Two College Circle,,Bangor,ME,04402,0411,NULL,NULL
470003660,0,"203535 ",,,Gambier,OH,43022,"    ",NULL,NULL
470003889,0,"184773 ",900 Lakewood Ave,,Lakewood,NJ,08701,2697,NULL,NULL
470004560,0,"240329 ",1725 State St,,La Crosse,WI,54601,9959,NULL,NULL
470005290,0,"173665 ",1536 Hewitt Avenue,,Saint Paul,MN,55104,1284,NULL,NULL
470005440,0,"241225 ",Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,,BayamÃ³n,PR,00960,1725,NULL,NULL
470006487,0,"451699 ",1200 N Meridian St- Ste 100,,Indianapolis,IN,46204,"    ",NULL,NULL
470006728,0,"155070 ",607 N Kingman,,Haviland,KS,67059,0288,NULL,NULL
470007111,0,"437219 ",16916 S. Harlan Rd,,Lathrop,CA,95330,"    ",NULL,NULL
470007305,0,"190761 ",470 Western Highway,,Orangeburg,NY,10962,1210,NULL,NULL
470008058,0,"104188 ",2525 N Country Club Rd,,Tucson,AZ,85716,"    ",NULL,NULL
470008060,0,"141644 ",1166 Fort Street Mall- Suite 203,,Honolulu,HI,96813,2785,NULL,NULL
470008298,0,"450304 ",2800 S. University Dr.,,Forth Worth,TX,76129,"    ",NULL,NULL
470008323,0,"124487 ",5225 Hillsdale at Madison,,Sacramento,CA,95842,"    ",NULL,NULL
470008820,0,"228723 ",,,College Station,TX,77843,1244,NULL,NULL
470008937,0,"234827 ",400 East University Way,,Ellensburg,WA,98926,7501,NULL,NULL
470009067,0,"207865 ",100 Campus Dr,,Weatherford,OK,73096,3098,NULL,NULL
470009293,0,"146533 ",903 N Logan Ave,,Danville,IL,61832,"    ",NULL,NULL
470009802,0,"450508 ",26999 Central Park Blvd Ste 125,,Southfield,MI,48076,4174,NULL,NULL
471000336,0,"137777 ",4000 Alton Rd,,Miami Beach,FL,33140,3854,NULL,NULL
471002122,0,"141167 ",1501 Millpond Rd,,Thomasville,GA,31792,"    ",NULL,NULL
471002463,0,"186900 ",Adelphia Road,,Adelphia,NJ,07710,"    ",NULL,NULL
471002491,0,"126775 ",1500 Illinois St,,Golden,CO,80401,"    ",NULL,NULL
471002712,0,"110361 ",8432 Magnolia Ave,,Riverside,CA,92504,3297,NULL,NULL
471003393,0,"134945 ",2800 University Blvd N,,Jacksonville,FL,32211,3394,NULL,NULL
471003620,0,"239929 ",310 W. Wisconsin Avenue Suite 500,,Milwaukee,WI,53203,2608,NULL,NULL
471003714,0,"219277 ",490 Piya Wiconi Road,,Kyle,SD,57752,0490,NULL,NULL
471004597,0,"440341 ",1820 N Fort Myer Dr,,Arlington,VA,22209,1802,NULL,NULL
471004975,0,"163286 ",,,College Park,MD,20742,"    ",NULL,NULL
471005444,0,"243212 ",2151 Santiago de los Caballeros Avenue,,Ponce,PR,00716,9996,NULL,NULL
471005487,0,"178891 ",4431 Finney Ave,,Saint Louis,MO,63113,2811,NULL,NULL
471006353,0,"446233 ",9653 Nations Dr,,Springdale,AR,72762,"    ",NULL,NULL
471006554,0,"170417 ",1980 Metro Court S.W.,,Wyoming,MI,49519,"    ",NULL,NULL
471006707,0,"168254 ",1215 Wilbraham Rd,,Springfield,MA,01119,2684,NULL,NULL
471006744,0,"175139 ",3000 Fifth St NW,,New Brighton,MN,55112,2598,NULL,NULL
471006987,0,"218964 ",119 Tillman Hall,,Rock Hill,SC,29733,"    ",NULL,NULL
471007007,0,"109785 ",901 E Alosta,,Azusa,CA,91702,7000,NULL,NULL
471007170,0,"152381 ",St Hwy 150,,Saint Mary-Of-The-Woods,IN,47876,1099,NULL,NULL
471007626,0,"176770 ",1423 N Jefferson,,Springfield,MO,65802,"    ",NULL,NULL
471007762,0,"236896 ",204 S College Ave,,College Place,WA,99324,1198,NULL,NULL
471008749,0,"204024 ",501 East High St,,Oxford,OH,45056,"    ",NULL,NULL
471008769,0,"129154 ",One Riverside Drive,,East Hartford,CT,06118,"    ",NULL,NULL
471008805,0,"150400 ",313 S Locust St,,Greencastle,IN,46135,1772,NULL,NULL
471009961,0,"218414 ",2100 College St,,Newberry,SC,29108,"    ",NULL,NULL
471009979,0,"196389 ",226 West 26th Street,,New York,NY,10001,6700,NULL,NULL
472000078,0,"132879 ",1011 Bill Beck Blvd,,Kissimmee,FL,34744,"    ",NULL,NULL
472001174,0,"189088 ",,,Annandale-On-Hudson,NY,12504,5000,NULL,NULL
472001221,0,"198950 ",3800 Hillsborough St,,Raleigh,NC,27607,5298,NULL,NULL
472001872,0,"101435 ",1500 East Fairview Avenue,,Montgomery,AL,36106,2148,NULL,NULL
472002178,0,"204176 ",127 So.  Davis Ave,,Columbus,OH,43222,1504,NULL,NULL
472002471,0,"140872 ",7300 Reinhardt Circle,,Waleska,GA,30183,2981,NULL,NULL
472003514,0,"206941 ",100 N University Dr,,Edmond,OK,73034,"    ",NULL,NULL
472003583,0,"440651 ",Paseo de La Atenas  #101,,Manati,PR,00674,"    ",NULL,NULL
472003947,0,"196006 ",,,Alfred,NY,14802,"    ",NULL,NULL
472004338,0,"446039 ",4646 E Fort Lowell Rd Ste 103,,Tucson,AZ,85712,"    ",NULL,NULL
472004528,0,"173452 ",1995 Luther Ct,,New Ulm,MN,56073,3965,NULL,NULL
472004663,0,"197610 ",1326 Ocean Pky,,Brooklyn,NY,11230,9963,NULL,NULL
472005752,0,"220941 ",255 N Highland,,Memphis,TN,38111,1375,NULL,NULL
472006892,0,"437316 ",2255 NW Northrup St,,Portland,OR,97210,2932,NULL,NULL
472006961,0,"131159 ",4400 Massachusetts Ave NW,,Washington,DC,20016,8001,NULL,NULL
472007226,0,"366580 ",333 Providence Highway- Rte 1,,Norwood,MA,02062,3932,NULL,NULL
472007471,0,"189705 ",2001 Main St,,Buffalo,NY,14208,1098,NULL,NULL
472008351,0,"141325 ",4760 Forsyth Rd,,Macon,GA,31210,4462,NULL,NULL
472009356,0,"151616 ",1000 E 80th Place- Suite 205M,,Merrillville,IN,46410,"    ",NULL,NULL
472009399,0,"429076 ",41550 E Ann Arbor Trail,,Plymouth,MI,48170,"    ",NULL,NULL
472009633,0,"230630 ",1476 South Sandhill Road,,Orem,UT,84058,"    ",NULL,NULL
473000271,0,"137078 ",6021 142nd  Ave,,Largo,FL,33760,"    ",NULL,NULL
473000581,0,"239743 ",2406 S Alverno Rd,,Manitowoc,WI,54220,9319,NULL,NULL
473001310,0,"196680 ",7 Columbia Cir,,Albany,NY,12203,5159,NULL,NULL
473001339,0,"448558 ",2310 Crossroads Dr Ste 3000,,Madison,WI,53718,2416,NULL,NULL
473002315,0,"434982 ",6501 N. Broadway- Suite 100,,Oklahoma City,OK,73116,8244,NULL,NULL
473002756,0,"448521 ",13321 California St Ste 200,,Omaha,NE,68154,5258,NULL,NULL
473003225,0,"231712 ",1 University Place,,Newport News,VA,23606,"    ",NULL,NULL
473003280,0,"167358 ",360 Huntington Ave,,Boston,MA,02115,5005,NULL,NULL
473003664,0,"200332 ",1301  12th Avenue North,,Fargo,ND,58108,6050,NULL,NULL
473004925,0,"219198 ",1105 W. 8th Street,,Yankton,SD,57078,3724,NULL,NULL
473005103,0,"456959 ",300 University Square  111 South Broadway,,Rochester,MN,55904,"    ",NULL,NULL
473006396,0,"443906 ",8415 Pulsar Pl,,Columbus,OH,43240,4032,NULL,NULL
473006476,0,"152336 ",2701 Spring St,,Fort Wayne,IN,46808,3994,NULL,NULL
473006483,0,"195571 ",201 Seminary Ave,,Yonkers,NY,10704,1896,NULL,NULL
473006619,0,"193654 ",66 W 12th Street,,New York,NY,10011,8603,NULL,NULL
473007274,0,"240277 ",2420 Nicolet Dr,,Green Bay,WI,54311,7001,NULL,NULL
473007296,0,"207500 ",660 Parrington Oval,,Norman,OK,73019,3072,NULL,NULL
473007583,0,"372213 ",3157 E. Elwood Street,,Phoenix,AZ,85034,7209,NULL,NULL
473007840,0,"366696 ",15651 North Freeway,,Houston,TX,77090,"    ",NULL,NULL
473007948,0,"199102 ",1601 E Market  St,,Greensboro,NC,27411,"    ",NULL,NULL
473008636,0,"178369 ",500 E College St,,Marshall,MO,65340,"    ",NULL,NULL
473008747,0,"143048 ",36 S Wabash,,Chicago,IL,60603,"    ",NULL,NULL
473009099,0,"233295 ",204 Henry St,,Ashland,VA,23005,5505,NULL,NULL
474000225,0,"150136 ",2000 University Ave,,Muncie,IN,47306,"    ",NULL,NULL
474000872,0,"168740 ",,,Berrien Springs,MI,49104,"    ",NULL,NULL
474000946,0,"130624 ",15 Mohegan Avenue,,New London,CT,06320,4195,NULL,NULL
474001075,0,"228459 ",601 University Dr,,San Marcos,TX,78666,"    ",NULL,NULL
474001487,0,"451060 ",5400 Broken Sound Blvd NW #100,,Boca Raton,FL,33487,"    ",NULL,NULL
474001495,0,"174899 ",1200 Kenwood Ave,,Duluth,MN,55811,4199,NULL,NULL
474002456,0,"402633 ",11430 N Kendall Drive- Suite 200,,Miami,FL,33176,"    ",NULL,NULL
474002692,0,"150215 ",1000 W 42nd St,,Indianapolis,IN,46208,3301,NULL,NULL
474002883,0,"221670 ",1245 Madison Ave,,Memphis,TN,38104,2211,NULL,NULL
474003122,0,"147013 ",701 College Rd,,Lebanon,IL,62254,1291,NULL,NULL
474003388,0,"183026 ",2500 N River Rd,,Manchester,NH,03106,"    ",NULL,NULL
474004329,0,"456445 ",10926 David Taylor Drive Ste 100,,Charlotte,NC,28262,"    ",NULL,NULL
474004601,0,"219000 ",2001 S Summit Ave,,Sioux Falls,SD,57197,0001,NULL,NULL
474004966,0,"190646 ",1650 Bedford Ave,,Brooklyn,NY,11225,"    ",NULL,NULL
474005263,0,"444167 ",4500 Enterprise Dr,,Allen Park,MI,48101,"    ",NULL,NULL
474005772,0,"450261 ",5600 Brainerd Rd Suite G-1,,Chattanooga,TN,37411,"    ",NULL,NULL
474005866,0,"245731 ",1049 E 15th St,,Brooklyn,NY,11230,"    ",NULL,NULL
474006406,0,"448761 ",4601 South Mason St,,Fort Collins,CO,80525,"    ",NULL,NULL
474006464,0,"436261 ",6620 Gunpark Dr,,Boulder,CO,80301,"    ",NULL,NULL
474006553,0,"242644 ",Bo Helechal Carr 156 Interseccion 719,,Barranquitas,PR,00794,0517,NULL,NULL
474006637,0,"220978 ",1301 East Main Street,,Murfreesboro,TN,37132,"    ",NULL,NULL
474006780,0,"110714 ",1156 High St,,Santa Cruz,CA,95064,1011,NULL,NULL
474006878,0,"130590 ",300 Summit St,,Hartford,CT,06106,3100,NULL,NULL
474006888,0,"245962 ",3801 S Sheridan,,Tulsa,OK,74145,"    ",NULL,NULL
474006973,0,"232672 ",New & Frederick St,,Staunton,VA,24401,"    ",NULL,NULL
474008070,0,"165644 ",23 E Elm Ave,,Quincy,MA,02170,2999,NULL,NULL
474008208,0,"119775 ",1249 F St,,San Diego,CA,92101,"    ",NULL,NULL
474008229,0,"173966 ",200 First St SW,,Rochester,MN,55905,"    ",NULL,NULL
474008626,0,"447421 ",915 N 400 W,,Layton,UT,84041,"    ",NULL,NULL
474009020,0,"235529 ",13518 E Indiana Avenue,,Spokane Valley,WA,99216,1589,NULL,NULL
474009692,0,"438586 ",6600 Peachtree Dunwoody Road- 500 Embassy Row,,Atlanta,GA,30328,"    ",NULL,NULL
474009896,0,"201371 ",1 University Drive,,Bluffton,OH,45817,2104,NULL,NULL
475000017,0,"221254 ",423 S Margin St,,Franklin,TN,37064,"    ",NULL,NULL
475000095,0,"200217 ",7500 University Dr,,Bismarck,ND,58504,"    ",NULL,NULL
475000674,0,"114114 ",1807 Wilshire Blvd- Ste #200,,Santa Monica,CA,90403,"    ",NULL,NULL
475000892,0,"184782 ",201 Mullica Hill Road,,Glassboro,NJ,08028,"    ",NULL,NULL
475001081,0,"369084 ",5100 Masthead N.E.,,Albuquerque,NM,87109,"    ",NULL,NULL
475001124,0,"150668 ",1700 S Main St,,Goshen,IN,46526,4794,NULL,NULL
475001414,0,"459745 ",901 15th St NW,,Washington,DC,20005,"    ",NULL,NULL
475001501,0,"122296 ",3100 Telegraph Avenue,,Oakland,CA,94609,"    ",NULL,NULL
475002376,0,"239169 ",8701 Watertown Plank Rd,,Milwaukee,WI,53226,0509,NULL,NULL
475002606,0,"188854 ",211 West 61st Street,,New York,NY,10023,"    ",NULL,NULL
475002881,0,"459994 ",1133 15th St NW,,Washington,DC,20005,"    ",NULL,NULL
475003165,0,"206516 ",950 North Main Street,,Findlay,OH,45840,"    ",OTHCU,NULL
475003582,0,"407285 ",5910 Shingle Creek Pky,,Brooklyn Center,MN,55430,"    ",NULL,NULL
475004363,0,"140988 ",315 Shorter Ave,,Rome,GA,30165,"    ",NULL,NULL
475004452,0,"154749 ",300 E 27th St,,North Newton,KS,67117,8061,NULL,NULL
475004531,0,"129215 ",83 Windham St,,Willimantic,CT,06226,"    ",NULL,NULL
475004621,0,"231077 ",71 Clement Road,,Rutland,VT,05701,3899,NULL,NULL
475004679,0,"206507 ",1870 Quaker Way,,Wilmington,OH,45177,"    ",NULL,NULL
475004687,0,"178624 ",800 University Drive,,Maryville,MO,64468,6001,NULL,NULL
475005006,0,"174817 ",700 Terrace Heights,,Winona,MN,55987,1399,NULL,NULL
475005567,0,"183211 ",420 South Main St,,Nashua,NH,03060,"    ",NULL,NULL
475005691,0,"176460 ",111 Wesley Cir,,Florence,MS,39073,1070,NULL,NULL
475005859,0,"201858 ",2700 Glenway Ave,,Cincinnati,OH,45204,3200,NULL,NULL
475005887,0,"200800 ",302 Buchtel Common,,Akron,OH,44325,4702,NULL,NULL
475005901,0,"447272 ",5230 Pacific Concourse- Suite 200,,Los Angeles,CA,90045,"    ",NULL,NULL
475006483,0,"134343 ",5230 West U.S. Highway 98,,Panama City,FL,32401,"    ",NULL,NULL
475007381,0,"183275 ",6 Manchester St,,Merrimack,NH,03054,"    ",NULL,NULL
475007712,0,"154174 ",1000 Brady St,,Davenport,IA,52803,5287,NULL,NULL
475007795,0,"179548 ",1200 E Broadway,,Columbia,MO,65215,"    ",NULL,NULL
475007823,0,"432214 ",9100 Keystone Crossing- Ste 350,,Indianapolis,IN,46240,2158,NULL,NULL
475007963,0,"173629 ",8089 Globe Drive,,Woodbury,MN,55125,3388,NULL,NULL
475008010,0,"132709 ",225 E las Olas Blvd,,Fort Lauderdale,FL,33301,"    ",NULL,NULL
475008026,0,"405988 ",10004 Park Meadows Dr,,Lone Tree,CO,80124,5453,NULL,NULL
475009368,0,"237330 ",100 Vermillion Street,,Athens,WV,24712,"    ",NULL,NULL
475009472,0,"148335 ",401 S State Street,,Chicago,IL,60605,"    ",NULL,NULL
475009790,0,"441982 ",Olin Way,,Needham,MA,02492,1200,NULL,NULL
475488057,0,"448691 ",531 Main Street,,Bethlehem,PA,18018,"    ",PRIVCOLL,NULL
476000308,0,"192323 ",1419 Salt Springs Rd,,Syracuse,NY,13214,1301,NULL,NULL
476000458,0,"182281 ",4505 S Maryland Pky,,Las Vegas,NV,89154,"    ",NULL,NULL
476000979,0,"230056 ",1902 W 7800 S,,West Jordan,UT,84088,"    ",NULL,NULL
476001599,0,"151388 ",2325 Chester Blvd,,Richmond,IN,47374,1289,NULL,NULL
476001812,0,"455664 ",617 W 7th St,,Los Angeles,CA,90017,"    ",NULL,NULL
476001907,0,"120740 ",2770 Marin Ave,,Berkeley,CA,94708,1597,NULL,NULL
476001997,0,"197018 ",191 Rodney St.,,Brooklyn,NY,11211,"    ",NULL,NULL
476002285,0,"145725 ",3300 S Federal St,,Chicago,IL,60616,"    ",NULL,NULL
476003612,0,"434557 ",800 Jorie Boulevard- Suite 100,,Oak Brook,IL,60523,"    ",NULL,NULL
476004374,0,"139463 ",650 College Drive,,Dalton,GA,30720,3797,NULL,NULL
476004460,0,"107877 ",60 W Fulbright Avenue,,Walnut Ridge,AR,72476,"    ",NULL,NULL
476004480,0,"134130 ",226 Tigert Hall,P.O. Box 113150,Gainesville,FL,32611,"    ",OTHCU,NULL
476004486,0,"234915 ",11900 NE First Street,,Bellevue,WA,98005,"    ",NULL,NULL
476004954,0,"137962 ",2430 Welbilt Boulevard,,Trinity,FL,34655,4401,NULL,NULL
476005616,0,"229337 ",3601 4th Street,,Lubbock,TX,79430,"    ",NULL,NULL
476005820,0,"194958 ",2301 Westside Dr,,Rochester,NY,14624,"    ",NULL,NULL
476006087,0,"190770 ",150 Idle Hour Blvd,,Oakdale,NY,11769,1999,NULL,NULL
476006327,0,"173142 ",700 Luther Dr,,Mankato,MN,56001,"    ",NULL,NULL
476006329,0,"448673 ",6000 East State Street- 4th Floor,,Rockford,IL,61108,2513,NULL,NULL
476006407,0,"198303 ",One University Place,,Murfreesboro,NC,27855,"    ",NULL,NULL
476006431,0,"128771 ",1615 Stanley St,,New Britain,CT,06050,"    ",NULL,NULL
476006603,0,"127273 ",2201 S University Blvd,,Denver,CO,80210,4798,NULL,NULL
476006681,0,"176080 ",,,Mississippi State,MS,39762,"    ",NULL,NULL
476006925,0,"174154 ",5700 W Broadway,,Minneapolis,MN,55428,3548,NULL,NULL
476007021,0,"449010 ",100 Centerview Drive- Suite 250,,Nashville,TN,37214,3439,NULL,NULL
476007858,0,"416801 ",1515 Holcombe Blvd.,,Houston,TX,77030,4009,NULL,NULL
476008514,0,"165167 ",1000 Massachusetts Avenue,,Cambridge,MA,02138,"    ",NULL,NULL
476008893,0,"157359 ",99 Powell Rd E,,Mayfield,KY,42066,9007,NULL,NULL
476009297,0,"176053 ",200 South Capitol Street,,Clinton,MS,39058,"    ",NULL,NULL
476009522,0,"243665 ",2 John Brewers Bay,,Charlotte Amalie,VI,00802,9990,NULL,NULL
476009557,0,"194657 ",1593 Coney Island Ave,,Brooklyn,NY,11230,"    ",NULL,NULL
476009998,0,"198109 ",401 Medical Park Drive,,Concord,NC,28025,3959,NULL,NULL
477000722,0,"122287 ",1730 W. Olympic Boulevard- 3rd Floor,,Los Angeles,CA,90015,1019,NULL,NULL
477001639,0,"217934 ",1301 Columbia College Dr,,Columbia,SC,29203,"    ",NULL,NULL
477001653,0,"166124 ",One College Street,,Worcester,MA,01610,2395,NULL,NULL
477001909,0,"443456 ",9050 Centre Point Ste 250,,West Chester,OH,45069,4874,NULL,NULL
477003080,0,"159939 ",2000 Lakeshore Drive,,New Orleans,LA,70148,"    ",NULL,NULL
477003206,0,"181376 ",12550 S. 114th St.,,Papillion,NE,68046,"    ",NULL,NULL
477003644,0,"440466 ",3080 Gentry Way- Suite 150,,Meridian,ID,83642,5114,NULL,NULL
477004072,0,"186867 ",Castle Point On Hudson,,Hoboken,NJ,07030,5991,NULL,NULL
477004087,0,"197285 ",325 Central Ave,,White Plains,NY,10606,"    ",NULL,NULL
477004243,0,"183345 ",40 Chester St,,Chester,NH,03036,4331,NULL,NULL
477004335,0,"218654 ",1 University Boulevard,,Bluffton,SC,29909,"    ",NULL,NULL
477004375,0,"169910 ",1201 S State St,,Big Rapids,MI,49307,2251,NULL,NULL
477004518,0,"209108 ",17600 Pacific Hwy - Hwy 43,,Marylhurst,OR,97036,0261,NULL,NULL
477004595,0,"183044 ",105 Main St.- Thompson Hall,,Durham,NH,03824,3547,NULL,NULL
477005381,0,"243115 ",Finca las Dunas Carr 653 Ruta 129 Km 8,,Arecibo,PR,00614,4010,NULL,NULL
477005450,0,"199111 ",One University Hts,,Asheville,NC,28804,8510,NULL,NULL
477005596,0,"179265 ",4588 Parkview Pl,,Saint Louis,MO,63110,1088,NULL,NULL
477005645,0,"130581 ",80 Eighth Ave Rm 400,,New York,NY,10011,"    ",NULL,NULL
477005647,0,"237011 ",516 High St,,Bellingham,WA,98225,9008,NULL,NULL
477006357,0,"131876 ",125 Michigan Ave NE,,Washington,DC,20017,1094,NULL,NULL
477006491,0,"442499 ",4232 North Freeway,,Fort Worth,TX,76137,"    ",NULL,NULL
477006807,0,"221999 ",2101 West End Avenue,,Nashville,TN,37240,"    ",NULL,NULL
477006903,0,"196103 ",One Forestry Dr.,,Syracuse,NY,13210,"    ",NULL,NULL
477007758,0,"145336 ",1 University Pky,,University Park,IL,60484,"    ",NULL,NULL
477007822,0,"110671 ",900 University Ave,,Riverside,CA,92521,"    ",NULL,NULL
477008434,0,"188058 ",921 Paseo de Onate,,Espanola,NM,87532,"    ",NULL,NULL
477009013,0,"234164 ",1500 N Lombardy St,,Richmond,VA,23220,"    ",NULL,NULL
477009148,0,"146427 ",2 E South St,,Galesburg,IL,61401,9999,NULL,NULL
477009597,0,"116484 ",4000 W. Metropolitian Dr.- Suite 100,,Orange,CA,92868,"    ",NULL,NULL
478000372,0,"150756 ",359 LaGrange Road,,Hanover,IN,47243,"    ",NULL,NULL
478000988,0,"414823 ",1701 NE 127th St,,North Miami,FL,33181,"    ",NULL,NULL
478001005,0,"233897 ",1 College Avenue,,Wise,VA,24293,4400,NULL,NULL
478001499,0,"219347 ",501 E Saint Joseph St,,Rapid City,SD,57701,3995,NULL,NULL
478001677,0,"174206 ",920 Mayowood Road SW,,Rochester,MN,55902,2382,NULL,NULL
478001707,0,"191968 ",953 Danby Rd,,Ithaca,NY,14850,7002,NULL,NULL
478001928,0,"434539 ",9300 S Dadeland Blvd. Suite Ph,,Miami,FL,33156,"    ",NULL,NULL
478002206,0,"450474 ",3152 Perimeter Pkwy,,Augusta,GA,30909,4583,NULL,NULL
478002571,0,"148016 ",1 Maybeck Place,,Elsah,IL,62028,9799,NULL,NULL
478002862,0,"167251 ",129 Fisher Ave,,Brookline,MA,02445,"    ",NULL,NULL
478003934,0,"448284 ",303 N 52nd St,,Lincoln,NE,68504,"    ",NULL,NULL
478004269,0,"145886 ",200 N. Michigan Avenue- Suite 407,,Chicago,IL,60601,5908,NULL,NULL
478004337,0,"235510 ",12720 Gateway Dr Ste 100,,Seattle,WA,98168,2610,NULL,NULL
478004433,0,"122649 ",901 Fifth St,,Clovis,CA,93612,1312,NULL,NULL
478005484,0,"441238 ",1500 E. Duarte Rd.,,Duarte,CA,91010,3000,NULL,NULL
478006052,0,"156356 ",717 Frederica St,,Owensboro,KY,42301,3023,NULL,NULL
478006057,0,"230728 ",Old Main Hill,,Logan,UT,84322,1400,NULL,NULL
478006271,0,"175421 ",1500 Peachtree St,,Jackson,MS,39202,"    ",NULL,NULL
478006503,0,"105330 ",Knoles Drive- Babbitt Administrative Center,,Flagstaff,AZ,86011,4132,NULL,NULL
478007117,0,"450492 ",1208 Pointe Centre Dr,,Chattanooga,TN,37421,3983,NULL,NULL
478007305,0,"153269 ",2507 University Avenue,,Des Moines,IA,50311,4505,NULL,NULL
478007356,0,"458159 ",284 Madrona Way NE Ste 124,,Bainbridge Island,WA,98110,"    ",NULL,NULL
478007365,0,"179812 ",1750 Independence Ave,,Kansas City,MO,64106,1453,NULL,NULL
478007406,0,"112570 ",18618 Oxnard St,,Tarzana,CA,91356,1411,NULL,NULL
478007468,0,"196653 ",360 Choate Ave,,Buffalo,NY,14220,2094,NULL,NULL
478007766,0,"237367 ",1201 Locust Ave,,Fairmont,WV,26554,2470,NULL,NULL
478007820,0,"205124 ",28400 Euclid Ave,,Wickliffe,OH,44092,"    ",NULL,NULL
478008523,0,"159948 ",3939 Gentilly Blvd,,New Orleans,LA,70126,"    ",NULL,NULL
478008994,0,"173887 ",15 S 9th Street,,Minneapolis,MN,55402,"    ",NULL,NULL
478009377,0,"106306 ",1621 Dr. Martin Luther King Drive,,Little Rock,AR,72202,6099,NULL,NULL
478009729,0,"243133 ",Road 174 #170 Minillas Industrial Park,,Bayamon,PR,00959,"    ",NULL,NULL
479000329,0,"437848 ",1551 S. Douglass Rd,,Anaheim,CA,92806,"    ",NULL,NULL
479000441,0,"226152 ",5201 University Blvd,,Laredo,TX,78041,1900,NULL,NULL
479000500,0,"440396 ",405 S. Main Street,,Moscow,ID,83843,"    ",NULL,NULL
479000956,0,"136950 ",1000 Holt Ave,,Winter Park,FL,32789,4499,NULL,NULL
479001243,0,"225247 ",2200 Hickory,,Abilene,TX,79698,0001,NULL,NULL
479001325,0,"142832 ",65 East Wacker Place- Suite 2100,,Chicago,IL,60601,7298,NULL,NULL
479001502,0,"110565 ",800 N State College Blvd,,Fullerton,CA,92831,3599,NULL,NULL
479001603,0,"153427 ",1011 E 53rd St,,Davenport,IA,52807,"    ",NULL,NULL
479001620,0,"229300 ",7000 Fannin,,Houston,TX,77030,"    ",NULL,NULL
479002465,0,"148627 ",3700 W 103rd St,,Chicago,IL,60655,"    ",NULL,NULL
479003027,0,"210076 ",27501 SW Parkway Ave,,Wilsonville,OR,97070,9296,NULL,NULL
479003708,0,"153977 ",928 Sixth Ave,,Des Moines,IA,50309,1239,NULL,NULL
479004973,0,"121150 ",24255 Pacific Coast Hwy,,Malibu,CA,90263,"    ",NULL,NULL
